UrusanPemerintahan,Organisasi,KodeRekening,Uraian,Jumlah
1.14 Tenaga Kerja,1.14.005 PPKD Jakarta Selatan,1.14 005 01 006,Penyediaan Sewa Tempat untuk Pelatihan,198.880.000
1.14 Tenaga Kerja,1.14.005 PPKD Jakarta Selatan,1.14 005 01 007,Penyelenggaraan Pelatihan Kerja dan Penempatan Tenaga Kerja,7.270.983.749
1.14 Tenaga Kerja,1.14.005 PPKD Jakarta Selatan,1.14 005 01 008,Pembangunan Gedung PPKD Jakarta Selatan,24.998.764.321
1.14 Tenaga Kerja,1.14.005 PPKD Jakarta Selatan,1.14 005 06 001,Penyediaan Jasa Tali dan IPAL (12 Bulan),448.111.224
1.14 Tenaga Kerja,1.14.005 PPKD Jakarta Selatan,1.14 005 08 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,99.940.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 00 000 5,BELANJA DAERAH,15.603.000.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 01 001,Penyelenggaraan Operasional Pusat Pelatihan Kerja Daerah Jakarta Timur,3.005.000.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 01 004,Penyediaan BBM Genset,25.000.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 01 005,Pajak Kendaraan Khusus,16.000.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 01 006,Pengadaan Peralatan Pelatihan Kerja,1.550.000.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 01 007,Penyelenggaraan Pelatihan Kerja dan Penempatan Tenaga Kerja,10.292.000.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 06 001,Penyediaan Jasa Tali dan IPAL (12 Bulan),650.000.000
1.14 Tenaga Kerja,1.14.006 PPKD Jakarta Timur,1.14 006 08 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,65.000.000
1.14 Tenaga Kerja,1.14.007 Pusat Pelatihan Kerja Khusus Pengembangan Las,1.14 007 00 000 5,BELANJA DAERAH,25.310.634.816
1.14 Tenaga Kerja,1.14.007 Pusat Pelatihan Kerja Khusus Pengembangan Las,1.14 007 01 001,Penyelenggaraan Operasional Pusat Pelatihan Kerja Khusus Pengembangan Las,3.164.991.168
1.14 Tenaga Kerja,1.14.007 Pusat Pelatihan Kerja Khusus Pengembangan Las,1.14 007 01 004,Penyelenggaraan Pelatihan Kerja dan Penempatan Tenaga Kerja,21.147.375.483
1.14 Tenaga Kerja,1.14.007 Pusat Pelatihan Kerja Khusus Pengembangan Las,1.14 007 06 001,Penyediaan Jasa Tali dan IPAL (12 Bulan),923.934.000
1.14 Tenaga Kerja,1.14.007 Pusat Pelatihan Kerja Khusus Pengembangan Las,1.14 007 08 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,74.334.165
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 00 000 5,BELANJA DAERAH,15.064.865.128
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 01 001,Penyelenggaraan Operasional Pusat Pelatihan Kerja Khusus Pengembangan Industri,2.697.999.157
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 01 004,Pemeliharaan Gedung di lingkungan PPKPI,149.980.664
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 01 005,Pemeliharaan Genset,49.976.696
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 01 007,Pengadaan Peralatan Pelatihan,1.324.980.588
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 01 008,Penyelenggaraan Pelatihan Kerja dan Penempatan Tenaga Kerja,9.951.999.778
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 06 001,Penyediaan Jasa Tali dan IPAL (12 Bulan),699.959.980
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 06 002,Pemeliharaan Taman dan Halaman Kantor,139.974.065
1.14 Tenaga Kerja,1.14.008 Pusat Pelatihan Kerja Pengembangan Industri,1.14 008 08 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,49.994.200
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 00 000 5,BELANJA DAERAH,8.462.547.270
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 03 001,Kalibrasi alat kesehatan dan alat laboratorium,194.045.500
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 03 002,"Layanan Pengujian Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.729.697.031
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 03 003,"Pelatihan, Pembinaan dan Pengembangan Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.869.719.119
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 05 001,Pengadaan kendaraan mobil sampling dan forklift,495.000.000
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 06 001,"Penyelenggaraan Operasional Pusat Higiene Perusahaan, Kesehatan dan Keselamatan Kerja",3.584.312.423
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 06 002,Penyediaan Jasa Tali dan IPAL (12 Bulan),398.617.782
1.14 Tenaga Kerja,"1.14.009 Pusat Higiene Perusahaan, Kesehatan & Keselamatan Kerja",1.14 009 08 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,191.155.415
1.14 Tenaga Kerja,1.14.011 Pusat Penyiapan & Pengembangan Produktivitas Tenaga Kerja,1.14 011 00 000 5,BELANJA DAERAH,12.589.772.564
1.14 Tenaga Kerja,1.14.011 Pusat Penyiapan & Pengembangan Produktivitas Tenaga Kerja,1.14 011 01 004,"Pembinaan, Pengembangan dan Pengawasan",1.124.899.950
1.14 Tenaga Kerja,1.14.011 Pusat Penyiapan & Pengembangan Produktivitas Tenaga Kerja,1.14 011 01 005,Penyebaran Informasi Ketenagakerjaan Dan Perluasan Kerja Luar Negeri,924.998.050
1.14 Tenaga Kerja,1.14.011 Pusat Penyiapan & Pengembangan Produktivitas Tenaga Kerja,1.14 011 02 001,Peningkatan Kualitas Dan Produktivitas Tenaga Kerja,6.403.654.000
1.14 Tenaga Kerja,1.14.011 Pusat Penyiapan & Pengembangan Produktivitas Tenaga Kerja,1.14 011 06 001,Penyelenggaraan Operasional Pusat Penyiapan dan Pengembangan Produktivitas Daerah,3.724.997.268
1.14 Tenaga Kerja,1.14.011 Pusat Penyiapan & Pengembangan Produktivitas Tenaga Kerja,1.14 011 06 002,Penyediaan Jasa Tali dan IPAL (12 Bulan),371.306.496
1.14 Tenaga Kerja,1.14.011 Pusat Penyiapan & Pengembangan Produktivitas Tenaga Kerja,1.14 011 08 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,39.916.800
1.14 Tenaga Kerja,1.14.012 Sudin Tenaga Kerja dan Transmigrasi - JAKPUS,1.14 012 00 000 5,BELANJA DAERAH,4.344.063.079
1.14 Tenaga Kerja,1.14.012 Sudin Tenaga Kerja dan Transmigrasi - JAKPUS,1.14 012 01 001,Penyelenggaraan Operasional Kantor Sudin Tenaga Kerja dan Transmigrasi Jakarta Pusat,499.999.988
1.14 Tenaga Kerja,1.14.012 Sudin Tenaga Kerja dan Transmigrasi - JAKPUS,1.14 012 01 007,Penyelenggaran Bursa kerja (job fair),299.999.800
1.14 Tenaga Kerja,1.14.012 Sudin Tenaga Kerja dan Transmigrasi - JAKPUS,1.14 012 02 001,"Pembinaan, Pengawasan dan Pengembangan Ketenagakerjaan dan Transmigrasi Jakarta Pusat",2.869.070.715
1.14 Tenaga Kerja,1.14.012 Sudin Tenaga Kerja dan Transmigrasi - JAKPUS,1.14 012 08 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,24.992.750
1.14 Tenaga Kerja,1.14.012 Sudin Tenaga Kerja dan Transmigrasi - JAKPUS,1.14 012 18 001,Pelimpahan Kewenangan dari Dinas Tenaga Kerja dan Transmigrasi,649.999.826
1.14 Tenaga Kerja,1.14.013 Sudin Tenaga Kerja dan Transmigrasi - JAKUT,1.14 013 00 000 5,BELANJA DAERAH,4.774.710.957
1.14 Tenaga Kerja,1.14.013 Sudin Tenaga Kerja dan Transmigrasi - JAKUT,1.14 013 01 007,Penyelenggaraan Bursa Kerja (Job Fair),299.981.000
1.14 Tenaga Kerja,1.14.013 Sudin Tenaga Kerja dan Transmigrasi - JAKUT,1.14 013 02 001,"Pembinaan, Pengawasan dan Pengembangan Ketenagakerjaan dan Transmigrasi Jakarta Utara",2.249.963.812
1.14 Tenaga Kerja,1.14.013 Sudin Tenaga Kerja dan Transmigrasi - JAKUT,1.14 013 02 002,Pelimpahan Kewenangan dari Dinas Tenaga Kerja dan Transmigrasi,849.946.072
1.14 Tenaga Kerja,1.14.013 Sudin Tenaga Kerja dan Transmigrasi - JAKUT,1.14 013 06 001,Penyelenggaraan Operasional Kantor Sudin Tenaga Kerja dan Transmigrasi Jakarta Utara,1.099.984.073
1.14 Tenaga Kerja,1.14.013 Sudin Tenaga Kerja dan Transmigrasi - JAKUT,1.14 013 08 001,Penyediaan Jasa TALI dan IPAL (12 Bulan),274.836.000
1.14 Tenaga Kerja,1.14.014 Sudin Tenaga Kerja dan Transmigrasi - JAKBAR,1.14 014 00 000 5,BELANJA DAERAH,3.710.470.711
1.14 Tenaga Kerja,1.14.014 Sudin Tenaga Kerja dan Transmigrasi - JAKBAR,1.14 014 01 009,Penyelenggaraan Penciptaan Lapangan Kerja,1.099.362.976
1.14 Tenaga Kerja,1.14.014 Sudin Tenaga Kerja dan Transmigrasi - JAKBAR,1.14 014 02 003,Pelatihan keterampilan kerja & pemagangan bagi Pencari Kerja,1.199.884.480
1.14 Tenaga Kerja,1.14.014 Sudin Tenaga Kerja dan Transmigrasi - JAKBAR,1.14 014 03 001,"Pembinaan, Pengawasan dan Pengembangan Keternagakerjaan dan Transmigrasi Jakarta Barat",899.413.650
1.14 Tenaga Kerja,1.14.014 Sudin Tenaga Kerja dan Transmigrasi - JAKBAR,1.14 014 06 001,Penyelenggaraan Operasional Kantor Sudin Tenaga Kerja dan Transmigrasi Jakarta Barat,499.869.605
1.14 Tenaga Kerja,1.14.014 Sudin Tenaga Kerja dan Transmigrasi - JAKBAR,1.14 014 06 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),11.940.000
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 00 000 5,BELANJA DAERAH,4.020.548.102
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 01 012,Penyelenggaraan Bursa Kerja (Job Fair),299.983.800
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 01 013,Penciptaan Kesempatan Kerja Bagi Pencari Kerja di Jakarta Selatan,99.999.750
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 01 015,Pemagangan dalam negeri di Jakarta Selatan,199.995.210
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 02 001,"Pembinaan, Pengawasan dan Pengembangan Keternagakerjaan Jakarta Selatan",2.449.998.680
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 02 002,Pendayagunaan Tenaga Kerja Penyandang Disabilitas Bidang Batik di Jakarta Selatan,299.521.100
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 02 003,Pembentukan Dan Pembinaan Kelurahan Produktif di Jakarta Selatan,99.998.550
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 06 001,Penyelenggaraan Operasional Kantor Sudin Tenaga Kerja dan Transmigrasi Jakarta Selatan,499.999.692
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 06 002,Penyediaan TALI dan IPAL (12 Bulan),11.640.000
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 06 003,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,9.770.400
1.14 Tenaga Kerja,1.14.015 Sudin Tenaga Kerja dan Transmigrasi - JAKSEL,1.14 015 15 001,Pemuktahiran Pengelolaan Data Wajib Lapor Ketenagakerjaan di Jakarta Selatan,49.640.920
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 00 000 5,BELANJA DAERAH,3.710.593.775
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 01 014,Penyelenggaraan Bursa Kerja (Job Fair),399.999.940
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 01 024,Peningkatan Kesempatan kerja dan sistem Pelayanan Penempatan Tenaga Kerja,799.999.833
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 02 001,Pemagangan dalam negeri di Jakarta Timur,199.999.900
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 02 002,Peningkatan kompetensi dan Produktivitas Tenaga Kerja,549.999.924
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 03 001,Perlindungan dan jaminan Sosial Tenaga kerja Jakarta Timur,999.483.735
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 04 001,Pembentukan Dan Pembinaan Kelurahan Produktif di Jakarta Timur,99.999.880
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 05 002,"Peningkatan sarana, Prasarana Ketenagakerjaan dan Transmigrasi",149.912.500
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 06 005,Penyediaan Jasa TALI dan IPAL (12 bulan),11.319.000
1.14 Tenaga Kerja,1.14.016 Sudin Tenaga Kerja dan Transmigrasi - JAKTIM,1.14 016 06 006,Penyelenggaraan Operasional Kantor Sudin Tenaga Kerja dan Transmigrasi Jakarta Timur,499.879.063
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 00 000 4,PENDAPATAN DAERAH,11.560.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 00 000 5,BELANJA DAERAH,181.021.540.108
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 01 006,Keikutsertaan pada Kegiatan Pemerintah Pusat/Daerah /Lembaga Lainnya,198.372.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 01 021,Partisipasi Lebaran Betawi,250.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 01 022,Penyelenggaraan Pekan Raya Koperasi dan Penilaian Koperasi,999.995.032
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 01 023,Penyelenggaraan Temu Permodalan Koperasi,500.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 02 002,Fasilitasi Pelaksanaan Hibah/Bansos SKPD Dinas KUMKMP,98.549.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 02 003,Partisipasi HARKOPNAS Expo,399.989.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 02 005,Peningkatan Kualitas Kelembagaan Koperasi,500.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 001,Penyelenggaraan Festival Klender,200.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 002,Penyelenggaraan Batu Mulya dan Jewelry Jakarta Expo,5.274.999.870
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 003,Penyelenggaraan Gelar Kuliner Khas Betawi,500.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 004,Pembuatan Profile UKM Sukses di DKI Jakarta,100.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 005,Penyelenggaraan Indonesia Hijabers Jakarta Expo,4.523.500.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 006,Penyelenggaraan Usaha Mikro Kecil Menengah Award,599.999.887
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 007,Promosi UKM di Cilandak Town Square untuk UKM,400.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 008,"Partisipasi pada Jakarta Night Festival, HUT Jakarta, dan Event Tahun Baru",399.999.900
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 009,"Sertifikasi Kehalalan Produk dan Pendampingan Standar Mutu, Sistem HAKI, Hazard Analysis Critical Control Point (HACCP) bagi PKL/UKM Provinsi DKI Jakarta",3.699.999.998
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 010,Partisipasi Event UMKM,299.999.650
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 011,Penataan dan Relokasi PKL di DKI Jakarta,1.999.997.500
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 05 001,Pemeliharaan Sarana Prasarana KUMKMP,8.523.966.191
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 05 003,Pengadaan Gerobak untuk Pedagang Kaki Lima,4.999.999.855
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 07 001,"Penyelenggaraan Operasional kantor Koperasi, Usaha Mikro Kecil Menengah dan Perdagangan",7.846.454.954
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 07 002,Pembangunan Pos Kemananan Dinas,166.992.605
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 07 003,Perencanaan dan Pembangunan IPAL,3.999.708.099
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 07 004,Penyediaan Jasa TALI dan IPAL (12 bulan),3.504.927.440
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 07 005,Betonisasi Jalan Lingkungan Dinas KUMKMP,1.749.925.442
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 09 001,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,1.198.510.860
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 17 001,Belanja Publikasi dan Kehumasan Media Elektronik,99.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 17 002,Promosi Pekan Rakyat Jakarta (PRJ) melalui media cetak dan eletronik,997.195.769
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 19 001,Partisipasi Kegiatan Anggota MPU,199.857.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 01 001,"Pelayanan dan Pengembangan Koperasi, Usaha Mikro Kecil Menengah dan Perdagangan",3.772.644.056
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 01 002,Forum Koordinasi Peningkatan Ekspor dan Peningkatan Investasi Daerah (PEPIDA) Tahun,88.160.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 02 001,Partisipasi Promosi dan Eksportir Pada Event Dalam Negeri Bertaraf Nasional/Internasional,1.000.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 02 002,Penyelenggaraan Temu Usaha Dalam Rangka Menghadapi MEA 2015 dan Forum Temu Bisnis Antar Pelaku Ekspor dan Buyer di DKI Jakarta,400.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 02 003,Kerjasama Pelaku Ekspor DKI Jakarta dengan Pelaku Usaha di Luar Daerah Dalam Rangka Peningkatan Ekspor,400.000.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.001 DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, SERTA PERDAGANGAN",1.15 001 03 001,"Pembinaan, Pengawasan dan Pengendalian Koperasi, Usaha Mikro Kecil Menengah dan Perdagangan",2.441.893.000
1.15 Koperasi dan Usaha Kecil Menengah,1.15.002 Pusat Pendidikan dan Pelatihan Koperasi Usaha Mikro Kecil dan Menengah dan Perdagangan,1.15 002 00 000 5,BELANJA DAERAH,4.310.670.472
1.15 Koperasi dan Usaha Kecil Menengah,1.15.002 Pusat Pendidikan dan Pelatihan Koperasi Usaha Mikro Kecil dan Menengah dan Perdagangan,1.15 002 01 004,Diklat dan Bimtek Perkoperasian Usaha Mikro Kecil dan Perdagangan,2.450.623.200
1.15 Koperasi dan Usaha Kecil Menengah,1.15.002 Pusat Pendidikan dan Pelatihan Koperasi Usaha Mikro Kecil dan Menengah dan Perdagangan,1.15 002 05 001,Perencanaan Rehab Total Gedung Ciracas,498.501.000
1.15 Koperasi dan Usaha Kecil Menengah,1.15.002 Pusat Pendidikan dan Pelatihan Koperasi Usaha Mikro Kecil dan Menengah dan Perdagangan,1.15 002 07 001,Penyelenggaraan Operasional Kantor,1.261.546.549
1.15 Koperasi dan Usaha Kecil Menengah,1.15.002 Pusat Pendidikan dan Pelatihan Koperasi Usaha Mikro Kecil dan Menengah dan Perdagangan,1.15 002 07 002,Penyediaan Jasa TALI dan IPAL (12 Bulan),99.999.723
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.003 Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",1.15 003 00 000 5,BELANJA DAERAH,11.977.682.841
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.003 Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",1.15 003 01 010,Pengawasan Barang dan jasa yang beredar di pasar dan SNI di Jakarta Pusat,90.985.944
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.003 Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",1.15 003 01 012,Updating Elektronik Data PKL di Jakarta Pusat,99.125.000
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.003 Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",1.15 003 03 001,Pembinaan dan Peningkatan KUMKMP Jakarta Pusat,1.469.074.998
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.003 Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",1.15 003 03 003,Penyelenggaraan Jakarta Night Market di Wilayah Jakarta Pusat,796.895.200
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.003 Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",1.15 003 03 004,Penyelenggaraan dan Partisipasi Event KUMKMP Jakarta Pusat,1.611.421.500
1.15 Koperasi dan Usaha Kecil Menengah,"1.15.003 Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - JAKPUS",1.15 003 03 006,Pembinaan PKL di Jakarta Pusat,343.816.000
